Time,Blade,Action,Type,Interface,Origin,Source,Source User Name,Destination,Service,Application Risk,Application Name,Application Category,Access Rule Name,Resource,User,Description,
"Sep 1, 2022 3:32:13 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.87.17.32,,dns.google (8.8.4.4),UDP_1-1024,Low,Quic Protocol,Network Protocols,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:13 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,172.27.37.153,,216.58.203.45,https,Medium,Google Accounts,Web Services Provider,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:13 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.26.160.69,,dns.google (8.8.4.4),UDP_1-1024,Low,Quic Protocol,Network Protocols,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:13 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.26.160.69,,dns.google (8.8.4.4),UDP_1-1024,Unknown,Unknown Traffic,Unknown Traffic,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:13 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,10.4.1.186,,216.58.203.42,https,Unknown,clients6.google.com,Search Engines / Portals,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:13 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,10.87.49.77,,a-0003.a-msedge.net (204.79.197.203),https,Low,MSN-web,Search Engines / Portals,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:13 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.15.4.47,,17.57.145.117,https,Low,Apple Push Notification Service,Web Services Provider,Library section allowed,,,,
"Sep 1, 2022 3:32:13 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.4.4.214,,20.54.24.69,https,Low,Microsoft Services,Computers / Internet,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:13 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.41.68,,a-0001.a-msedge.net (204.79.197.200),TCP_1-1024,Low,Bing Maps,Search Engines / Portals,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:13 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.41.68,,a-0001.a-msedge.net (204.79.197.200),TCP_1-1024,Low,Bing,Search Engines / Portals,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:13 PM",Application Control,Drop,Session,,gateway.vnit.ac.in,10.15.2.186,,146.66.155.38,UDP/27017,Medium,Steam,Games,Library section,,,,
"Sep 1, 2022 3:32:12 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.16.243.30,,20.189.173.6,https,Very Low,Windows Update,Software Update,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:12 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.41.68,,25.224.186.35.bc.googleusercontent.com (35.186.224.25),TCP_1-1024,Low,Spotify,Media Streams,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:12 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.19.13.147,,bom12s21-in-f10.1e100.net (142.251.42.74),UDP_1-1024,Low,Quic Protocol,Network Protocols,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:12 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,172.16.100.76,,104.89.120.43,http,Very Low,Certificate Revocation List,Network Protocols,VNIT allowed sites and applications computers and business added on 290921,"http://x1.c.lencr.org/,http://x1.c.lencr.org/,http://x1.c.lencr.org/",,,
"Sep 1, 2022 3:32:12 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.87.61.72,,bom12s16-in-f3.1e100.net (142.250.192.67),UDP_1-1024,Low,Quic Protocol,Network Protocols,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:12 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.4.6.228,,bom12s11-in-f10.1e100.net (142.250.183.42),TCP_1-1024,Low,Google Translate,Translation,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:12 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.41.68,,52.231.199.126,https,Low,MSN-web,Search Engines / Portals,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:12 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.16.243.30,,20.190.145.140,https,Very Low,Microsoft Account,Web Services Provider,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:12 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.19.0.72,,52.139.176.199,TCP_1-1024,Low,MSN-web,Search Engines / Portals,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:12 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.41.68,,52.231.199.126,https,Low,Microsoft Services,Computers / Internet,VNIT allowed sites and applications computers and business added on 290921,"http://tile-service.weather.microsoft.com/en-GB/livetile/preinstall?region=IN&appid=C98EA5B0842DBB9405BBF071E1DA76512D21FE36&FORM=Threshold,http://tile-service.weather.microsoft.com/en-GB/livetile/preinstall?region=IN&appid=C98EA5B0842DBB9405BBF071E1DA76512D21FE36&FORM=Threshold,http://tile-service.weather.microsoft.com/en-GB/livetile/preinstall?region=IN&appid=C98EA5B0842DBB9405BBF071E1DA76512D21FE36&FORM=Threshold,http://tile-service.weather.microsoft.com/en-GB/livetile/preinstall?region=IN&appid=C98EA5B0842DBB9405BBF071E1DA76512D21FE36&FORM=Threshold",,,
"Sep 1, 2022 3:32:12 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.41.68,,52.113.194.132,https,Low,Microsoft Teams,Web Conferencing,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:12 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.5.1.21,,142.250.192.46,TCP_1-1024,Low,YouTube,Media Streams,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:11 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.41.68,,20.189.173.21,https,Very Low,Windows Update,Software Update,VNIT allowed sites and applications computers and business added on 290921,"http://msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/74480c4e-0e1f-400c-8cd3-444aae921613?P1=1662623036&P2=404&P3=2&P4=Yd64ham6rf77q0DzaM/SDZqvgqdXEiZIduNwg/aweq9/bMT/2qu8azM8lUtjIylxGJweGh9UglMAXSBY7fR5wA==,http://msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/74480c4e-0e1f-400c-8cd3-444aae921613?P1=1662623036&P2=404&P3=2&P4=Yd64ham6rf77q0DzaM/SDZqvgqdXEiZIduNwg/aweq9/bMT/2qu8azM8lUtjIylxGJweGh9UglMAXSBY7fR5wA==,http://msedge.b.tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/74480c4e-0e1f-400c-8cd3-444aae921613?P1=1662623036&P2=404&P3=2&P4=Yd64ham6rf77q0DzaM/SDZqvgqdXEiZIduNwg/aweq9/bMT/2qu8azM8lUtjIylxGJweGh9UglMAXSBY7fR5wA==",,,
"Sep 1, 2022 3:32:11 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.15.1.231,,142.250.183.109,https,Medium,Google Accounts,Web Services Provider,Library section allowed,,,,
"Sep 1, 2022 3:32:11 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.4.4.214,,142.251.42.100,UDP_1-1024,Low,Quic Protocol,Network Protocols,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:11 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,10.3.3.150,,bom12s14-in-f14.1e100.net (142.250.192.14),https,Low,Google Play,Search Engines / Portals,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:11 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.15.1.231,,52.219.160.39,https,Low,Amazon S3,Web Services Provider,Library section allowed,,,,
"Sep 1, 2022 3:32:11 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.5.16,,54.242.128.35,https,Low,Amazon,Shopping,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:11 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.15.8.181,,52.113.194.132,https,Low,Microsoft Teams,Web Conferencing,Library section allowed,,,,
"Sep 1, 2022 3:32:11 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,172.27.4.54,,bom07s18-in-f4.1e100.net (172.217.166.36),https,Unknown,google.com,Search Engines / Portals,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:11 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.15.6.73,,bom12s12-in-f14.1e100.net (142.250.183.78),https,Low,YouTube,Media Streams,Library section allowed,,,,
"Sep 1, 2022 3:32:10 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,10.15.4.221,,117.18.237.29,http,Very Low,OCSP,Network Protocols,VNIT allowed sites and applications computers and business added on 290921,"http://ocsp.digicert.com/MFEwTzBNMEswSTAJBgUrDgMCGgUABBSAUQYBMq2awn1Rh6Doh/sBYgFV7gQUA95QNVbRTLtm8KPiGxvDl7I90VUCEAbY2QTVWENG9oovp1QifsQ=,http://ocsp.digicert.com/MFEwTzBNMEswSTAJBgUrDgMCGgUABBSAUQYBMq2awn1Rh6Doh/sBYgFV7gQUA95QNVbRTLtm8KPiGxvDl7I90VUCEAbY2QTVWENG9oovp1QifsQ=,http://ocsp.digicert.com/MFEwTzBNMEswSTAJBgUrDgMCGgUABBSAUQYBMq2awn1Rh6Doh/sBYgFV7gQUA95QNVbRTLtm8KPiGxvDl7I90VUCEAbY2QTVWENG9oovp1QifsQ=",,,
"Sep 1, 2022 3:32:10 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.41.68,,40.126.17.134,https,Very Low,Microsoft Account,Web Services Provider,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:10 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.43.115,,204.79.197.239,https,Low,Microsoft Services,Computers / Internet,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:10 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,172.16.243.30,,142.250.199.164,https,Unknown,google.com,Search Engines / Portals,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:10 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.43.115,,dns.google (8.8.4.4),UDP_1-1024,Low,Quic Protocol,Network Protocols,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:10 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,10.19.0.23,,129.226.27.10,http,Unknown,in.teddymobile.cn,Shopping,VNIT allowed sites and applications computers and business added on 290921,"http://110.in.teddymobile.cn/v5/phone,http://110.in.teddymobile.cn/v5/phone",,,
"Sep 1, 2022 3:32:10 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,10.10.7.199,,142.250.182.202,https,Unknown,clients6.google.com,Search Engines / Portals,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:10 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.16.100.6,,20.150.77.36,https,Very Low,Windows Azure Storage Service,Business / Economy,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:10 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.87.57.64,,117.239.240.10,http,Low,Microsoft NCSI,Network Utilities,VNIT allowed sites and applications computers and business added on 290921,"http://www.msftncsi.com/ncsi.txt,http://www.msftncsi.com/ncsi.txt",,,
"Sep 1, 2022 3:32:10 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.16.243.30,,142.250.77.37,https,Medium,Gmail,Email,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:10 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.15.3.172,,8.241.134.252,http,Very Low,Office365,Business / Economy,VNIT allowed sites and applications computers and business added on 290921,"http://f.c2r.ts.cdn.office.net/pr/492350f6-3a01-4f97-b9c0-c7c6ddf67d60/Office/Data/v64_16.0.15427.20210.cab,http://f.c2r.ts.cdn.office.net/pr/492350f6-3a01-4f97-b9c0-c7c6ddf67d60/Office/Data/v64_16.0.15427.20210.cab",,,
"Sep 1, 2022 3:32:10 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,10.14.7.165,,23.10.224.88,http,Very Low,Certificate Revocation List,Network Protocols,VNIT allowed sites and applications computers and business added on 290921,"http://x1.c.lencr.org/,http://x1.c.lencr.org/,http://x1.c.lencr.org/",,,
"Sep 1, 2022 3:32:10 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,192.168.12.221,,40.119.249.228,https,Very Low,Windows Update,Software Update,VNIT allowed sites and applications computers and business added on 290921,"http://ctldl.windowsupdate.com/msdownload/update/v3/static/trustedr/en/disallowedcertstl.cab?c155947735f61418,http://ctldl.windowsupdate.com/msdownload/update/v3/static/trustedr/en/disallowedcertstl.cab?c155947735f61418,http://ctldl.windowsupdate.com/msdownload/update/v3/static/trustedr/en/disallowedcertstl.cab?c155947735f61418",,,
"Sep 1, 2022 3:32:10 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.10.7.199,,142.250.182.202,UDP_1-1024,Low,Quic Protocol,Network Protocols,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:10 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.87.18.47,,104.244.42.65,echo-request,Low,ICMP Protocol,Network Protocols,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:10 PM",Application Control,Drop,Session,,gateway.vnit.ac.in,10.15.11.240,,whatsapp-chatd-edge-shv-01-bom1.facebook.com (157.240.16.53),jabber,Low,WhatsApp Messenger,Instant Messaging,Library section,http://c.whatsapp.net/chat,,,
"Sep 1, 2022 3:32:09 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.8.78,,172.217.174.69,https,Medium,Gmail,Email,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:09 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,172.16.243.30,,kul01s09-in-f78.1e100.net (216.58.196.78),https,Low,Google Play,Search Engines / Portals,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:09 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.15.1.231,,bom12s15-in-f10.1e100.net (142.250.192.42),https,Very Low,Google Maps-web api,Search Engines / Portals,Library section allowed,,,,
"Sep 1, 2022 3:32:09 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,172.16.243.30,,17.248.162.200,https,Low,iCloud,Media Sharing,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:09 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.25.107.7,,142.250.193.197,https,Medium,Gmail,Email,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:09 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.15.14.150,,34.236.198.66,https,Low,Autodesk360,Business / Economy,Library section allowed,,,,
"Sep 1, 2022 3:32:09 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.15.8.181,,13.107.42.16,https,Low,Skype,Web Conferencing,Library section allowed,,,,
"Sep 1, 2022 3:32:09 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.87.67.198,,bom07s31-in-f3.1e100.net (142.250.183.131),TCP_1-1024,Low,Google Search,Search Engines / Portals,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:09 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.16.243.30,,74.125.68.108,TCP_1-1024,Medium,Gmail,Email,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:09 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,172.27.5.16,,52.98.57.162,https,Very Low,Office365-Outlook-web,Email,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:09 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.15.4.47,,17.57.154.8,https,Medium,iCloud-email,Email,Library section allowed,,,,
"Sep 1, 2022 3:32:09 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,10.10.6.196,,152.199.43.62,https,Low,LinkedIn,Social Networking,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:09 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.16.243.30,,31.13.79.53,TCP_1-1024,Low,WhatsApp Messenger-web/PC,Instant Messaging,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:09 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,172.27.37.153,,142.250.192.150,https,Low,YouTube,Media Streams,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:09 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.25.71.56,,bom07s32-in-f14.1e100.net (142.250.183.174),http,Low,Google Search,Search Engines / Portals,VNIT allowed sites and applications computers and business added on 290921,"http://clients3.google.com/generate_204,http://clients3.google.com/generate_204,http://clients3.google.com/generate_204",,,
"Sep 1, 2022 3:32:09 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.14.7.0,,204.79.197.239,https,Low,Microsoft Services,Computers / Internet,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:08 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,172.25.72.83,,180.149.59.224,https,Low,LinkedIn,Social Networking,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:08 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.37.153,,65.0.142.55,TCP_1-1024,Unknown,Unknown Traffic,Unknown Traffic,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:08 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.16.243.30,,17.57.145.117,TCP/5223,Low,Apple Push Notification Service,Web Services Provider,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:08 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.15.4.47,,17.142.171.17,https,Very Low,Apple Location Service,Web Services Provider,Library section allowed,,,,
"Sep 1, 2022 3:32:08 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.15.4.47,,23.32.176.29,https,Low,Apple Services,Web Services Provider,Library section allowed,,,,
"Sep 1, 2022 3:32:08 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.16.243.30,,G-8.8.8.8 (8.8.8.8),UDP_1-1024,Low,Quic Protocol,Network Protocols,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:08 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,192.168.17.170,,52.239.175.4,https,Very Low,Windows Azure Storage Service,Business / Economy,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:08 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.14.7.0,,40.126.17.132,https,Very Low,Microsoft Account,Web Services Provider,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:08 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.37.153,,15.206.196.119,jabber,Medium,Xiaomi Reporting Service,Computers / Internet,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:08 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,192.168.11.233,,142.250.77.67,https,Low,Google Maps,Search Engines / Portals,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:08 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,192.168.17.64,,142.251.42.45,https,Medium,Google Accounts,Web Services Provider,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:08 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.14.7.0,,dns.google (8.8.4.4),UDP_1-1024,Low,Quic Protocol,Network Protocols,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:08 PM",Application Control,Drop,Session,,gateway.vnit.ac.in,10.15.4.47,,17.57.145.116,TCP/5223,Low,Apple Push Notification Service,Web Services Provider,Library section,,,,
"Sep 1, 2022 3:32:07 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,192.168.11.233,,bom12s13-in-f10.1e100.net (142.250.183.106),TCP_1-1024,Very Low,Google Maps-web api,Search Engines / Portals,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:07 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.38.94,,20.198.118.190,https,Low,Microsoft Services,Computers / Internet,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:07 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,172.25.72.83,,192.0.76.3,https,Unknown,pixel.wp.com,Web Advertisements,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:07 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.25.75.197,,15.206.243.55,UDP/59579,Very Low,DTLS Protocol,Network Protocols,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:07 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.25.224.21,,52.182.141.63,https,Very Low,Windows Update,Software Update,VNIT allowed sites and applications computers and business added on 290921,"http://ctldl.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootstl.cab?bcd2717f79df40fe,http://ctldl.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootstl.cab?bcd2717f79df40fe,http://ctldl.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootstl.cab?bcd2717f79df40fe",,,
"Sep 1, 2022 3:32:07 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,10.87.52.34,,bom07s29-in-f14.1e100.net (142.250.182.238),https,Unknown,apis.google.com,Search Engines / Portals,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:07 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.37.153,,157.240.242.34,TCP_1-1024,Low,Facebook,Social Networking,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:07 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.25.71.114,,180.149.59.200,http,Low,Microsoft NCSI,Network Utilities,VNIT allowed sites and applications computers and business added on 290921,"http://www.msftncsi.com/ncsi.txt,http://www.msftncsi.com/ncsi.txt,http://www.msftncsi.com/ncsi.txt,http://www.msftncsi.com/ncsi.txt",,,
"Sep 1, 2022 3:32:07 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,172.25.104.141,,142.250.193.68,https,Unknown,google.com,Search Engines / Portals,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:07 PM",Application Control,Drop,Session,,gateway.vnit.ac.in,10.15.12.109,,142.250.199.142,quic,Unknown,Unknown Traffic,Unknown Traffic,Library section,,,,
"Sep 1, 2022 3:32:06 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.5.100,,52.108.44.14,https,Low,Office Online,Web Services Provider,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:06 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,10.14.7.165,,bom12s11-in-f14.1e100.net (142.250.183.46),https,Medium,Allowed sites library,Custom Application/Site,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:06 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.15.1.231,,38.133.127.63,https,Very Low,Outbrain,Web Services Provider,Library section allowed,,,,
"Sep 1, 2022 3:32:06 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,172.26.76.197,,162.159.152.7,http,Unknown,feednews.com,Financial Services,VNIT allowed sites and applications computers and business added on 290921,"http://res.feednews.com/assets/v2/a7818bdbe96a44f2aa45158bd3093836?width=344&height=194,http://res.feednews.com/assets/v2/a7818bdbe96a44f2aa45158bd3093836?width=344&height=194",,,
"Sep 1, 2022 3:32:06 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.38.94,,142.250.76.174,http,Low,Google Search,Search Engines / Portals,VNIT allowed sites and applications computers and business added on 290921,"http://clients3.google.com/generate_204,http://clients3.google.com/generate_204,http://clients3.google.com/generate_204",,,
"Sep 1, 2022 3:32:06 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,172.25.110.219,,172.217.27.206,https,Unknown,encrypted.google.com,Search Engines / Portals,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:06 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.15.8.181,,40.126.16.167,https,Very Low,Microsoft Account,Web Services Provider,Library section allowed,,,,
"Sep 1, 2022 3:32:06 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,10.87.59.225,,23.10.224.88,http,Very Low,Certificate Revocation List,Network Protocols,VNIT allowed sites and applications computers and business added on 290921,"http://x1.c.lencr.org/,http://x1.c.lencr.org/,http://x1.c.lencr.org/",,,
"Sep 1, 2022 3:32:06 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.16.242.45,,8.241.167.252,http,Very Low,Office365,Business / Economy,VNIT allowed sites and applications computers and business added on 290921,"http://f.c2r.ts.cdn.office.net/pr/64256afe-f5d9-4f86-8936-8840a6a4f5be/Office/Data/v64_16.0.15601.20088.cab,http://f.c2r.ts.cdn.office.net/pr/64256afe-f5d9-4f86-8936-8840a6a4f5be/Office/Data/v64_16.0.15601.20088.cab",,,
"Sep 1, 2022 3:32:06 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,172.27.10.22,,144.195.69.100,UDP/8801,Medium,Zoom,Web Conferencing,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:06 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.15.1.231,,180.149.59.200,https,Low,LinkedIn,Social Networking,Library section allowed,,,,
"Sep 1, 2022 3:32:06 PM","Application Control,URL Filtering",Accept,Session,,gateway.vnit.ac.in,10.87.59.225,,https-111-119-15-0.ddr.llnw.net (111.119.15.0),http,Low,Windows 10 Update,Network Protocols,VNIT allowed sites and applications computers and business added on 290921,"http://ctldl.windowsupdate.com/msdownload/update/v3/static/trustedr/en/disallowedcertstl.cab?98e960e118aeff32,http://ctldl.windowsupdate.com/msdownload/update/v3/static/trustedr/en/disallowedcertstl.cab?98e960e118aeff32,http://ctldl.windowsupdate.com/msdownload/update/v3/static/trustedr/en/disallowedcertstl.cab?98e960e118aeff32",,,
"Sep 1, 2022 3:32:06 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.14.0.148,,172.217.18.227,UDP_1-1024,Low,Quic Protocol,Network Protocols,VNIT Blocked sites and apps,,,,
"Sep 1, 2022 3:32:06 PM",Application Control,Accept,Session,,gateway.vnit.ac.in,10.4.7.3,,8.118.190.35.bc.googleusercontent.com (35.190.118.8),https,Very Low,Truecaller,Business / Economy,VNIT allowed sites and applications computers and business added on 290921,,,,
"Sep 1, 2022 3:32:06 PM",Application Control,Drop,Session,,gateway.vnit.ac.in,10.15.0.83,,180.149.59.145,http,Very Low,Adobe Update,Software Update,Library section,http://armdl.adobe.com/pub/adobe/reader/win/10.x/10.1.0/en_US/AdbeRdr1010_en_US.msi,,,
