Time,Creation Time,Interface Direction,Policy Rule UID,Type,Index Time,App Protocol,Policy Date,Action,ID,aggregated_log_count,Interface Name,Application ID,Layer Name,Last Update Sequence Number,Direction of Connection,Sequence Number,Source Zone,Access Rule Name,Browse Time,Marker,Number of Connections,Protocol,Application Risk,Application Category,Policy Management,Last Update Time,Destination,Application Name,Confidence Level,Last Update Time,Rule,Interface,Duration,All Application Categories,Service ID,Matched Category,Destination Country,Severity,Product Family,Blade,Source,update_count,Policy Name,Destination Zone,Database Tag,Log Server Origin,Service,Origin,Destination Port,Log Server IP,stored,layer_uuid_rule_uuid,High Level Log key,logid,sig_id,Application Signature ID,Application Description,Method,Resource,Web Client Type,Received Bytes,Packets,Client Outbound Packets,Traffic Sent Bytes,Server Inbound Packets,Server Inbound Bytes,Sent Bytes,Client Inbound Bytes,Client Inbound Packets,Client Outbound Bytes,Traffic Received Bytes,Server Outbound Packets,Server Outbound Bytes,Total Bytes,Traffic Total Bytes,Client Type OS,Number of URLs,Description,Source Port,certificate_resource,certificate_validation,Number of files,Frequency,UserCheck ID,UserCheck Reference,Log ID,UserCheck Interaction Name,User Check,Confirmation Scope,UserCheck Message to User,,
"Sep 1, 2022 3:31:38 PM",2022-09-01T10:01:38Z,inbound,4a6d8a91-6b95-4070-be89-fc5e432f6fcf,Session,2022-09-01T08:48:48Z,SSLv3,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-83020000000a,2,eth1-01,2883516181,Web Content,22854,Outgoing,22854,Internal,VNIT Blocked sites and apps,0,@A@@B@1662019661@C@2518451,1,TCP (6) (6),Unknown,Computers / Internet,mgmt,1.66E+12,G-8.8.8.8 (8.8.8.8),dns.google,N/A,2022-09-01T10:01:38Z,49.18,eth1-01,5880,"Computers / Internet,URL Filtering",TCP_1-1024,Computers / Internet,United States,Informational,Access,URL Filtering,10.13.1.68,3,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),TCP_1-1024,gateway.vnit.ac.in,853,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_4a6d8a91-6b95-4070-be89-fc5e432f6fcf,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",4.92E+18,352,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:38 PM",2022-09-01T10:01:38Z,inbound,08739ec8-c102-4f82-b6ce-6f38c4ef635f,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-830200000009,4,eth1-01,45182599,Web Content,22853,Outgoing,22853,Internal,VNIT allowed sites and applications computers and business added on 290921,0,@A@@B@1662019661@C@2518450,2,TCP (6) (6),Unknown,Business / Economy,mgmt,1.66E+12,150.253.211.143,wsinm-a-4.prod.infra.webex.com,N/A,2022-09-01T10:02:22Z,49.17,eth1-01,5880,"Business / Economy,Computers / Internet,URL Filtering",https,Business / Economy,United States,Informational,Access,URL Filtering,172.27.13.56,3,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),https,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_08739ec8-c102-4f82-b6ce-6f38c4ef635f,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",1.61E+18,352,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:38 PM",2022-09-01T10:01:38Z,inbound,4a6d8a91-6b95-4070-be89-fc5e432f6fcf,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-830200000008,9,eth1-01,2154032395,Web Content,22852,Outgoing,22852,Internal,VNIT Blocked sites and apps,41,@A@@B@1662019661@C@2518449,9,TCP (6) (6),Unknown,Education,mgmt,1.66E+12,103.103.197.151,zohopublic.in,N/A,2022-09-01T10:08:08Z,49.18,eth1-01,5880,"Education,URL Filtering",TCP_1-1024,Education,India,Informational,Access,URL Filtering,172.27.37.101,4,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),TCP_1-1024,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_4a6d8a91-6b95-4070-be89-fc5e432f6fcf,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",1.52E+19,352,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:38 PM",2022-09-01T10:01:38Z,inbound,08739ec8-c102-4f82-b6ce-6f38c4ef635f,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-830200000007,6,eth1-01,1269036706,Web Content,22851,Outgoing,22851,Internal,VNIT allowed sites and applications computers and business added on 290921,0,@A@@B@1662019661@C@2518448,6,TCP (6) (6),Unknown,Business / Economy,mgmt,1.66E+12,103.103.196.108,zohocdn.com,N/A,2022-09-01T10:07:55Z,49.17,eth1-01,5880,"Business / Economy,URL Filtering",https,Business / Economy,India,Informational,Access,URL Filtering,172.27.37.101,4,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),https,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_08739ec8-c102-4f82-b6ce-6f38c4ef635f,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",6.87E+18,352,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:38 PM",2022-09-01T10:01:38Z,inbound,08739ec8-c102-4f82-b6ce-6f38c4ef635f,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-830200000006,2,eth1-01,2032766301,Web Content,22850,Outgoing,22850,Internal,VNIT allowed sites and applications computers and business added on 290921,0,@A@@B@1662019661@C@2518447,1,TCP (6) (6),Unknown,Search Engines / Portals,mgmt,1.66E+12,142.250.182.225,lh6.googleusercontent.com,N/A,2022-09-01T10:01:38Z,49.17,eth1-01,5880,"Search Engines / Portals,URL Filtering",https,Search Engines / Portals,United States,Informational,Access,"Application Control,URL Filtering",172.16.241.69,3,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),https,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_08739ec8-c102-4f82-b6ce-6f38c4ef635f,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",1.03E+19,352,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:38 PM",2022-09-01T10:01:38Z,inbound,1000869c-1ede-4ea8-8953-f806b202e6d7,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-830200000005,1,eth1-01,1296355951,Web Content,22849,Outgoing,22849,Internal,Library section allowed,0,@A@@B@1662019661@C@2518446,1,TCP (6) (6),Unknown,Computers / Internet,mgmt,1.66E+12,23.75.81.81,ecn.dev.virtualearth.net,N/A,2022-09-01T10:01:38Z,49.12,eth1-01,5880,"Computers / Internet,URL Filtering",https,Computers / Internet,United States,Informational,Access,URL Filtering,10.15.2.186,2,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),https,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_1000869c-1ede-4ea8-8953-f806b202e6d7,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",1.30E+19,352,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:38 PM",2022-09-01T10:01:38Z,inbound,1000869c-1ede-4ea8-8953-f806b202e6d7,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-830200000004,2,eth1-01,542267488,Web Content,22848,Outgoing,22848,Internal,Library section allowed,0,@A@@B@1662019661@C@2518445,2,TCP (6) (6),Unknown,Computers / Internet,mgmt,1.66E+12,52.66.162.171,ad.intl.xiaomi.com,N/A,2022-09-01T10:32:30Z,49.12,eth1-01,5880,"Computers / Internet,URL Filtering",https,Computers / Internet,India,Informational,Access,URL Filtering,10.15.9.58,3,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),https,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_1000869c-1ede-4ea8-8953-f806b202e6d7,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",1.40E+19,352,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:38 PM",2022-09-01T10:01:38Z,inbound,08739ec8-c102-4f82-b6ce-6f38c4ef635f,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-830200000001,2,eth1-01,1326261887,Web Content,22845,Outgoing,22845,Internal,VNIT allowed sites and applications computers and business added on 290921,3,@A@@B@1662019661@C@2518442,2,TCP (6) (6),Unknown,Computers / Internet,mgmt,1.66E+12,104.22.4.162,mzzcloud.life,N/A,2022-09-01T10:01:41Z,49.17,eth1-01,5880,"Computers / Internet,URL Filtering",https,Computers / Internet,United States,Informational,Access,URL Filtering,172.25.74.225,3,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),https,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_08739ec8-c102-4f82-b6ce-6f38c4ef635f,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",9.19E+18,352,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:38 PM",2022-09-01T10:01:38Z,inbound,08739ec8-c102-4f82-b6ce-6f38c4ef635f,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-830200000000,1,eth1-01,2382065375,Web Content,22844,Outgoing,22844,Internal,VNIT allowed sites and applications computers and business added on 290921,0,@A@@B@1662019661@C@2518441,1,TCP (6) (6),Unknown,Search Engines / Portals,mgmt,1.66E+12,bom12s14-in-f14.1e100.net (142.250.192.14),apis.google.com,N/A,2022-09-01T10:01:38Z,49.17,eth1-01,5880,"Search Engines / Portals,URL Filtering",https,Search Engines / Portals,United States,Informational,Access,"Application Control,URL Filtering",10.13.1.68,2,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),https,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_08739ec8-c102-4f82-b6ce-6f38c4ef635f,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",1.42E+16,352,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:38 PM",2022-09-01T10:01:38Z,inbound,28fdca66-92ac-4604-99a0-b229d1d0721d,Session,2022-09-01T07:15:43Z,,2022-08-30T04:11:05Z,Drop,c0a80101-b542-0000-6310-830200000018,2,eth1-01,3044463189,Web Content,65,Outgoing,65,Internal,Library section,1,@A@@B@1662010085@C@5874604,1,TCP (6) (6),Unknown,Instant Chat,mgmt,1.66E+12,sf-in-f188.1e100.net (74.125.24.188),mtalk.google.com,N/A,2022-09-01T10:01:45Z,49.13,eth1-01,300,"Instant Chat,URL Filtering",cp_tcp_A936BBAC_EBC3_4F18_B3CC_A63365F07477,Instant Chat,United States,Informational,Access,URL Filtering,10.15.9.58,3,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),TCP/5228,gateway.vnit.ac.in,5228,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_28fdca66-92ac-4604-99a0-b229d1d0721d",1.24E+19,352,,,,,,,160,8,5,152,2,120,152,700,3,160,160,6,152,860,860,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:37 PM",2022-09-01T10:01:37Z,inbound,08739ec8-c102-4f82-b6ce-6f38c4ef635f,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-83010000002e,6,eth1-01,2091946041,Web Content,22843,Outgoing,22843,Internal,VNIT allowed sites and applications computers and business added on 290921,4,@A@@B@1662019661@C@2518440,3,TCP (6) (6),Unknown,Computers / Internet,mgmt,1.66E+12,142.250.182.227,gstatic.com,N/A,2022-09-01T10:01:48Z,49.17,eth1-01,5880,"Computers / Internet,URL Filtering",https,Computers / Internet,United States,Informational,Access,URL Filtering,10.13.1.68,3,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),https,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_08739ec8-c102-4f82-b6ce-6f38c4ef635f,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",1.07E+19,352,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:37 PM",2022-09-01T10:01:37Z,inbound,1000869c-1ede-4ea8-8953-f806b202e6d7,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-83010000002d,5,eth1-01,298457804,Web Content,22842,Outgoing,22842,Internal,Library section allowed,0,@A@@B@1662019661@C@2518439,5,TCP (6) (6),Unknown,Computers / Internet,mgmt,1.66E+12,184.25.108.41,akamai.steamstatic.com,N/A,2022-09-01T10:53:49Z,49.12,eth1-01,5880,"Computers / Internet,Games,URL Filtering",https,Computers / Internet,United States,Informational,Access,URL Filtering,10.15.2.186,6,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),https,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_1000869c-1ede-4ea8-8953-f806b202e6d7,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",1.10E+19,352,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:37 PM",2022-09-01T10:01:37Z,inbound,08739ec8-c102-4f82-b6ce-6f38c4ef635f,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-83010000002c,1,eth1-01,4022989637,Web Content,22841,Outgoing,22841,Internal,VNIT allowed sites and applications computers and business added on 290921,0,@A@@B@1662019661@C@2518438,1,TCP (6) (6),Unknown,Business / Economy,mgmt,1.66E+12,142.250.195.42,userlocation.googleapis.com,N/A,2022-09-01T10:01:37Z,49.17,eth1-01,5880,"Business / Economy,URL Filtering",https,Business / Economy,United States,Informational,Access,URL Filtering,10.13.1.68,2,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),https,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_08739ec8-c102-4f82-b6ce-6f38c4ef635f,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",1.29E+19,352,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:37 PM",2022-09-01T10:01:37Z,inbound,4a6d8a91-6b95-4070-be89-fc5e432f6fcf,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-83010000002b,2,eth1-01,2495339686,Web Content,22840,Outgoing,22840,Internal,VNIT Blocked sites and apps,55,@A@@B@1662019661@C@2518437,2,TCP (6) (6),Unknown,Search Engines / Portals,mgmt,1.66E+12,bom05s12-in-f3.1e100.net (172.217.160.163),google.co.in,N/A,2022-09-01T10:14:12Z,49.18,eth1-01,5880,"Search Engines / Portals,URL Filtering",TCP_1-1024,Search Engines / Portals,United States,Informational,Access,URL Filtering,10.19.12.9,3,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),TCP_1-1024,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_4a6d8a91-6b95-4070-be89-fc5e432f6fcf,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",8.17E+18,352,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:37 PM",2022-09-01T10:01:37Z,inbound,08739ec8-c102-4f82-b6ce-6f38c4ef635f,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-83010000002a,2,eth1-01,1230639317,Web Content,22839,Outgoing,22839,Internal,VNIT allowed sites and applications computers and business added on 290921,0,@A@@B@1662019661@C@2518436,1,TCP (6) (6),Unknown,Business / Economy,mgmt,1.66E+12,150.253.210.213,wsinm-a-2.prod.infra.webex.com,N/A,2022-09-01T10:01:38Z,49.17,eth1-01,5880,"Business / Economy,Computers / Internet,URL Filtering",https,Business / Economy,United States,Informational,Access,URL Filtering,172.27.13.56,3,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),https,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_08739ec8-c102-4f82-b6ce-6f38c4ef635f,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",8.32E+18,352,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:37 PM",2022-09-01T10:01:37Z,inbound,08739ec8-c102-4f82-b6ce-6f38c4ef635f,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-830100000029,6,eth1-01,3867588273,Web Content,22838,Outgoing,22838,Internal,VNIT allowed sites and applications computers and business added on 290921,0,@A@@B@1662019661@C@2518435,6,TCP (6) (6),Unknown,Business / Economy,mgmt,1.66E+12,142.250.182.202,content-autofill.googleapis.com,N/A,2022-09-01T11:35:09Z,49.17,eth1-01,5880,"Business / Economy,URL Filtering",https,Business / Economy,United States,Informational,Access,URL Filtering,10.14.0.6,7,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),https,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_08739ec8-c102-4f82-b6ce-6f38c4ef635f,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",1.37E+19,352,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:37 PM",2022-09-01T10:01:37Z,inbound,08739ec8-c102-4f82-b6ce-6f38c4ef635f,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-830100000028,11,eth1-01,2815615824,Web Content,22837,Outgoing,22837,Internal,VNIT allowed sites and applications computers and business added on 290921,41,@A@@B@1662019661@C@2518434,11,TCP (6) (6),Unknown,Business / Economy,mgmt,1.66E+12,104.212.68.3,clarity.ms,N/A,2022-09-01T10:08:08Z,49.17,eth1-01,5880,"Business / Economy,Computers / Internet,URL Filtering",https,Business / Economy,United States,Informational,Access,URL Filtering,172.27.39.232,4,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),https,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_08739ec8-c102-4f82-b6ce-6f38c4ef635f,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",1.86E+18,352,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:37 PM",2022-09-01T10:01:37Z,inbound,08739ec8-c102-4f82-b6ce-6f38c4ef635f,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-830100000026,2,eth1-01,2150143954,Web Content,22835,Outgoing,22835,Internal,VNIT allowed sites and applications computers and business added on 290921,0,@A@@B@1662019661@C@2518432,1,TCP (6) (6),Unknown,Business / Economy,mgmt,1.66E+12,170.72.75.84,wbomm-a-1.prod.infra.webex.com,N/A,2022-09-01T10:01:37Z,49.17,eth1-01,5880,"Business / Economy,Computers / Internet,URL Filtering",https,Business / Economy,United States,Informational,Access,URL Filtering,10.4.6.227,3,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),https,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_08739ec8-c102-4f82-b6ce-6f38c4ef635f,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",8.72E+18,352,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:37 PM",2022-09-01T10:01:37Z,inbound,08739ec8-c102-4f82-b6ce-6f38c4ef635f,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-830100000025,2,eth1-01,1321815926,Web Content,22834,Outgoing,22834,Internal,VNIT allowed sites and applications computers and business added on 290921,0,@A@@B@1662019661@C@2518431,1,TCP (6) (6),Unknown,Business / Economy,mgmt,1.66E+12,170.72.75.121,wbomm-a-2.prod.infra.webex.com,N/A,2022-09-01T10:01:37Z,49.17,eth1-01,5880,"Business / Economy,Computers / Internet,URL Filtering",https,Business / Economy,United States,Informational,Access,URL Filtering,10.4.6.227,3,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),https,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_08739ec8-c102-4f82-b6ce-6f38c4ef635f,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",1.39E+19,352,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:37 PM",2022-09-01T10:01:37Z,inbound,08739ec8-c102-4f82-b6ce-6f38c4ef635f,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-830100000024,2,eth1-01,2296040587,Web Content,22833,Outgoing,22833,Internal,VNIT allowed sites and applications computers and business added on 290921,1,@A@@B@1662019661@C@2518430,2,TCP (6) (6),Unknown,Computers / Internet,mgmt,1.66E+12,180.149.59.224,akamaized.net,N/A,2022-09-01T10:01:38Z,49.17,eth1-01,5880,"Computers / Internet,URL Filtering",https,Computers / Internet,India,Informational,Access,URL Filtering,10.87.65.2,3,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),https,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_08739ec8-c102-4f82-b6ce-6f38c4ef635f,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",1.34E+19,352,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 1, 2022 3:31:37 PM",2022-09-01T10:01:37Z,inbound,08739ec8-c102-4f82-b6ce-6f38c4ef635f,Session,2022-09-01T08:48:48Z,HTTPS,2022-08-30T04:11:05Z,Accept,c0a80101-b542-0000-6310-830100000022,8,eth1-01,946390819,Web Content,22831,Outgoing,22831,Internal,VNIT allowed sites and applications computers and business added on 290921,1,@A@@B@1662019661@C@2518428,4,TCP (6) (6),Unknown,Business / Economy,mgmt,1.66E+12,170.72.88.143,wnrtm-a-5.prod.infra.webex.com,N/A,2022-09-01T11:32:52Z,49.17,eth1-01,5880,"Business / Economy,Computers / Internet,URL Filtering",https,Business / Economy,United States,Informational,Access,URL Filtering,172.27.13.56,4,Standard,External,{78CD2304-D945-4A41-8840-0A11C19AA50D},mgmt (192.168.2.254),https,gateway.vnit.ac.in,443,192.168.2.254,TRUE,"8a5e96fb-c793-457f-b78f-c667074223a5_04b68e94-89f4-4c90-a56e-df9516dc2ab9,c1cdc3e4-a592-4c9a-aa09-05eeca850531_08739ec8-c102-4f82-b6ce-6f38c4ef635f,90215d11-457e-4db3-91e1-df29a7bacace_717afc89-c012-4346-8786-ac2b1b3f34bc",7.04E+18,352,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
